帖子名称,发帖人ID,发帖人progression,发帖时间,发帖人competition名次,Total Posts,Comments,Topics,Net Votes,所在地,注册时间,followers,following,回帖人ID,回帖人progression,回帖时间,回帖人competition名次,Total Posts,Comments,Topics,Net Votes,所在地,注册时间,followers,following
Is Kaggle server broken? I can't access my kernels.,YaGana Sheriff-Hussaini,expert,2019-04-09T23:54:14.89Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11,Shikui Wang,expert,2019-04-10T00:11:48.943Z,706,4,4,0,6,Washington-USA,2018-10-05T02:51:42.87Z,3,1
"Magic Hint? : What M.L ""can't see""",ozoneiscool,novice,2019-04-01T07:40:56.937Z,3489,10,8,2,120,-,2018-08-02T10:08:07.587Z,4,1,Mezianek,contributor,2019-04-01T12:57:51.403Z,5359,52,47,5,-10,Ptb-,2016-02-08T09:53:56.34Z,0,0
What about second magic?,Bojan Tunguz,grandmaster,2019-04-08T02:05:04.177Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,interneuron,master,2019-04-10T17:29:58.373Z,3,374,368,6,506,Austin-USA,2018-05-11T23:57:31.42Z,30,0
Long journey to 27th place ,funkyboy,expert,2019-04-11T05:09:35.25Z,27,82,77,5,301,Taipei-Taiwan,2015-03-22T11:21:13.893Z,40,10,Prashanth Thangavel,expert,2019-04-11T09:56:11.777Z,,99,94,5,67,Chennai-India,2017-01-25T09:10:37.027Z,18,21
Top public kernels comparison,Jakub Czakon,expert,2019-03-18T15:01:20.737Z,1816,351,332,19,715,Warsaw-Poland,2014-03-17T20:43:13.017Z,60,1,Bohd,contributor,2019-03-19T16:00:18.297Z,,1,1,0,1,Вінниця-Ukraine,2019-02-07T17:31:00.067Z,1,0
"####### 25th, Disqualified, ask for review",RunningZ,expert,2019-04-16T23:57:47.48Z,,108,97,11,184,Beijing-China,2015-09-26T05:15:12.567Z,16,32,Xuan Cao,master,2019-04-17T03:53:02.05Z,17,162,149,13,419,Philadelphia-United States,2017-03-31T15:21:17.997Z,55,19
What have you learned during this competition?,Felipe Mello,expert,2019-04-11T00:58:36.44Z,70,141,131,10,292,Philadelphia-USA,2019-01-09T21:03:18.01Z,41,11,X8X8D3N9,expert,2019-04-11T03:07:30.84Z,107,44,41,3,18,Tallahassee-USA,2017-11-01T03:33:59.867Z,3,8
How do we optimize GBM hyperparameters?,Chris Deotte,master,2019-04-13T00:59:57.68Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0,Tilii,grandmaster,2019-04-13T03:51:11.163Z,2952,1445,1352,93,5021,-USA,2016-03-06T08:29:19.203Z,521,0
Public LB 0.922 magic notebook,CPMP,grandmaster,2019-04-11T00:02:45.627Z,15,5019,4782,237,12240,-France,2012-12-16T12:03:05.527Z,2106,0,Chris Deotte,master,2019-04-11T00:19:19.31Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0
Row-wise features engineering,Yassine Alouini,expert,2019-03-23T10:47:20.493Z,818,205,178,27,251,"Bordeaux, France-France",2014-03-10T07:49:31.513Z,24,105,charlie_s,novice,2019-03-23T13:09:59.193Z,2873,101,97,4,106,-,2018-10-17T22:11:07.913Z,2,0
Gold Medal Solutions,Vopani,grandmaster,2019-04-11T01:02:40.437Z,27,93,80,13,346,Bengaluru-India,2013-07-09T05:35:42.833Z,448,11,AmanKapoor,expert,2019-04-11T01:05:15.75Z,146,75,66,9,51,Delhi-India,2015-10-28T19:29:39.767Z,38,80
The Power of GPU,Chris Deotte,master,2019-04-11T07:24:36.493Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0,Himanshu Soni,contributor,2019-04-14T03:45:40.353Z,,53,52,1,53,Kolkata-India,2018-09-07T18:24:07.873Z,3,10
Final Results?,zhuangzhuang hong,novice,2019-04-15T08:08:46.143Z,738,7,1,6,33,-,2019-02-06T02:53:30.023Z,0,1,Tian Qi (Luke),contributor,2019-04-15T21:09:57.003Z,45,34,32,2,93,San Francisco-USA,2018-03-22T22:51:57.113Z,4,21
Finally GM,ONODERA,grandmaster,2019-04-16T19:50:39.823Z,2,283,262,21,1121,Shibuya-Japan,2015-03-24T03:37:35.103Z,581,47,alijs,grandmaster,2019-04-16T19:59:10.433Z,4,131,122,9,513,-LV,2016-07-20T18:49:51.157Z,304,0
How many submission you have left?,Murat Korkmaz,expert,2019-04-10T11:53:28.933Z,140,69,65,4,107,Istanbul-Turkey,2018-04-28T23:19:58.793Z,5,27,Chain_Reaction,novice,2019-04-10T13:49:38.78Z,1692,7,7,0,2,-,2018-10-27T14:13:35.453Z,0,4
Insanity,Scirpus,grandmaster,2019-04-07T19:50:06.793Z,300,1425,1289,136,3142,Cheshire-England,2014-09-29T15:57:04.947Z,406,0,Binil,expert,2019-04-08T14:32:18.883Z,807,140,127,13,190,Minneapolis-United States,2016-08-26T02:23:08.957Z,7,2
Tips for Breaking .901,Dalton Hall,expert,2019-04-03T17:26:22.647Z,119,99,95,4,346,Baton Rouge-USA,2018-06-17T16:34:58.317Z,10,3,bearstrikesback,expert,2019-04-03T17:48:21.407Z,132,113,111,2,130,Moscow-Russia,2015-06-07T23:53:45.087Z,3,0
Is Kaggle server broken? I can't access my kernels.,YaGana Sheriff-Hussaini,expert,2019-04-09T23:54:14.89Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11,Dan MacGirr,contributor,2019-04-10T00:15:17.753Z,6088,2,2,0,1,Toronto-Canada,2019-01-21T03:36:30.263Z,1,1
"Magic Hint? : What M.L ""can't see""",ozoneiscool,novice,2019-04-01T07:40:56.937Z,3489,10,8,2,120,-,2018-08-02T10:08:07.587Z,4,1,Jake Souter,novice,2019-04-02T09:31:05.36Z,5346,2,2,0,2,-,2019-01-25T23:32:14.883Z,0,0
What about second magic?,Bojan Tunguz,grandmaster,2019-04-08T02:05:04.177Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,Kain,master,2019-04-08T21:40:01.213Z,97,149,145,4,270,Munich-Germany,2018-02-22T06:07:04.937Z,24,28
Long journey to 27th place ,funkyboy,expert,2019-04-11T05:09:35.25Z,27,82,77,5,301,Taipei-Taiwan,2015-03-22T11:21:13.893Z,40,10,CPMP,grandmaster,2019-04-11T07:48:52.43Z,15,5019,4782,237,12240,-France,2012-12-16T12:03:05.527Z,2106,0
Top public kernels comparison,Jakub Czakon,expert,2019-03-18T15:01:20.737Z,1816,351,332,19,715,Warsaw-Poland,2014-03-17T20:43:13.017Z,60,1,Saikat Biswas,contributor,2019-03-19T08:30:38.81Z,,54,53,1,27,Bengaluru-India,2018-06-26T21:08:57.52Z,1,10
"####### 25th, Disqualified, ask for review",RunningZ,expert,2019-04-16T23:57:47.48Z,,108,97,11,184,Beijing-China,2015-09-26T05:15:12.567Z,16,32,RunningZ,expert,2019-04-18T02:40:16.23Z,,108,97,11,184,Beijing-China,2015-09-26T05:15:12.567Z,16,32
How do we optimize GBM hyperparameters?,Chris Deotte,master,2019-04-13T00:59:57.68Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0,RNA,expert,2019-04-23T17:17:44.913Z,3494,161,153,8,345,London-UK,2018-01-17T20:21:15.19Z,27,6
Public LB 0.922 magic notebook,CPMP,grandmaster,2019-04-11T00:02:45.627Z,15,5019,4782,237,12240,-France,2012-12-16T12:03:05.527Z,2106,0,kojimar,expert,2019-04-14T11:43:30.793Z,292,17,17,0,5,Tokyo-Japan,2018-04-08T10:13:44.813Z,4,6
Row-wise features engineering,Yassine Alouini,expert,2019-03-23T10:47:20.493Z,818,205,178,27,251,"Bordeaux, France-France",2014-03-10T07:49:31.513Z,24,105,RVPrakash,novice,2019-03-23T13:27:25.333Z,2387,47,44,3,30,-India,2017-07-16T16:00:45.29Z,0,2
Gold Medal Solutions,Vopani,grandmaster,2019-04-11T01:02:40.437Z,27,93,80,13,346,Bengaluru-India,2013-07-09T05:35:42.833Z,448,11,Vopani,grandmaster,2019-04-11T07:55:08.587Z,27,93,80,13,346,Bengaluru-India,2013-07-09T05:35:42.833Z,448,11
The Power of GPU,Chris Deotte,master,2019-04-11T07:24:36.493Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0,Varad Srivastava,contributor,2019-04-15T11:57:33.157Z,,1,1,0,1,Varanasi-India,2019-03-01T09:32:27.973Z,0,0
Final Results?,zhuangzhuang hong,novice,2019-04-15T08:08:46.143Z,738,7,1,6,33,-,2019-02-06T02:53:30.023Z,0,1,CPMP,grandmaster,2019-04-15T12:28:52.553Z,15,5019,4782,237,12241,-France,2012-12-16T12:03:05.527Z,2106,0
Finally GM,ONODERA,grandmaster,2019-04-16T19:50:39.823Z,2,283,262,21,1121,Shibuya-Japan,2015-03-24T03:37:35.103Z,581,47,Himanshu Soni,contributor,2019-04-19T04:37:26.643Z,,53,52,1,53,Kolkata-India,2018-09-07T18:24:07.873Z,3,10
How many submission you have left?,Murat Korkmaz,expert,2019-04-10T11:53:28.933Z,140,69,65,4,107,Istanbul-Turkey,2018-04-28T23:19:58.793Z,5,27,emoji,contributor,2019-04-10T13:39:32.297Z,288,20,19,1,10,Beijing-China,2018-06-21T08:44:42.407Z,1,2
Insanity,Scirpus,grandmaster,2019-04-07T19:50:06.793Z,300,1425,1289,136,3142,Cheshire-England,2014-09-29T15:57:04.947Z,406,0,Ivan Knezevic,contributor,2019-04-08T14:30:26.727Z,1533,1,1,0,1,Milano-Italy,2019-03-04T16:43:58.367Z,1,1
Tips for Breaking .901,Dalton Hall,expert,2019-04-03T17:26:22.647Z,119,99,95,4,346,Baton Rouge-USA,2018-06-17T16:34:58.317Z,10,3,Alexey Pronin,expert,2019-04-03T17:56:11.107Z,51,124,122,2,192,Pella-United States,2017-11-30T21:53:31.257Z,16,1
Is Kaggle server broken? I can't access my kernels.,YaGana Sheriff-Hussaini,expert,2019-04-09T23:54:14.89Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11,Ricardo Hortelano,contributor,2019-04-10T00:29:16.62Z,2323,25,22,3,13,Madrid-Spain,2018-03-01T13:56:10.673Z,5,6
"Magic Hint? : What M.L ""can't see""",ozoneiscool,novice,2019-04-01T07:40:56.937Z,3489,10,8,2,120,-,2018-08-02T10:08:07.587Z,4,1,Narayan Kumar,novice,2019-04-08T19:17:50.507Z,,1,1,0,-3,New Delhi-India,2018-05-12T08:28:01.893Z,0,2
What about second magic?,Bojan Tunguz,grandmaster,2019-04-08T02:05:04.177Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,Alexey Pronin,expert,2019-04-08T15:43:35.02Z,51,124,122,2,192,Pella-United States,2017-11-30T21:53:31.257Z,16,1
Long journey to 27th place ,funkyboy,expert,2019-04-11T05:09:35.25Z,27,82,77,5,301,Taipei-Taiwan,2015-03-22T11:21:13.893Z,40,10,chizhu,master,2019-04-11T07:37:34.413Z,37,68,61,7,122,Chongqing-China,2018-02-02T09:10:04.77Z,100,49
Top public kernels comparison,Jakub Czakon,expert,2019-03-18T15:01:20.737Z,1816,351,332,19,715,Warsaw-Poland,2014-03-17T20:43:13.017Z,60,1,Nikhil Bhatewara,contributor,2019-03-18T19:25:12.983Z,3921,17,17,0,6,Stillwater-United States,2016-10-20T05:00:50.653Z,4,20
"####### 25th, Disqualified, ask for review",RunningZ,expert,2019-04-16T23:57:47.48Z,,108,97,11,184,Beijing-China,2015-09-26T05:15:12.567Z,16,32,RunningZ,expert,2019-04-26T14:43:51.363Z,,108,97,11,184,Beijing-China,2015-09-26T05:15:12.567Z,16,32
How do we optimize GBM hyperparameters?,Chris Deotte,master,2019-04-13T00:59:57.68Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0,Thomas Nelson,expert,2019-04-15T13:18:46.797Z,1075,135,119,16,300,Manchester-USA,2017-05-08T13:59:05.78Z,27,3
Public LB 0.922 magic notebook,CPMP,grandmaster,2019-04-11T00:02:45.627Z,15,5019,4782,237,12240,-France,2012-12-16T12:03:05.527Z,2106,0,Rashidul Hasan Hridoy,contributor,2019-04-13T17:45:35.253Z,,50,45,5,20,Mymensingh-Bangladesh,2019-04-13T13:07:50.497Z,0,4
Gold Medal Solutions,Vopani,grandmaster,2019-04-11T01:02:40.437Z,27,93,80,13,346,Bengaluru-India,2013-07-09T05:35:42.833Z,448,11,Akash Ravichandran,expert,2019-04-11T04:06:30.573Z,721,123,105,18,116,Chennai-India,2017-11-27T06:50:59.683Z,13,194
The Power of GPU,Chris Deotte,master,2019-04-11T07:24:36.493Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0,Souranil De,contributor,2019-04-15T19:53:12.923Z,,3,2,1,2,Kolkata-India,2019-02-04T18:20:07.677Z,0,1
Final Results?,zhuangzhuang hong,novice,2019-04-15T08:08:46.143Z,738,7,1,6,33,-,2019-02-06T02:53:30.023Z,0,1,ONODERA,grandmaster,2019-04-16T09:08:46.623Z,2,283,262,21,1121,Shibuya-Japan,2015-03-24T03:37:35.103Z,581,47
Finally GM,ONODERA,grandmaster,2019-04-16T19:50:39.823Z,2,283,262,21,1121,Shibuya-Japan,2015-03-24T03:37:35.103Z,581,47,grub grub,contributor,2019-04-19T03:21:54.3Z,,2,2,0,1,New York-USA,2018-06-10T22:59:01.92Z,0,1
How many submission you have left?,Murat Korkmaz,expert,2019-04-10T11:53:28.933Z,140,69,65,4,107,Istanbul-Turkey,2018-04-28T23:19:58.793Z,5,27,MT,expert,2019-04-10T12:01:24.427Z,213,80,74,6,102,Dundee-United Kingdom,2016-02-05T14:55:24.803Z,5,4
Insanity,Scirpus,grandmaster,2019-04-07T19:50:06.793Z,300,1425,1289,136,3142,Cheshire-England,2014-09-29T15:57:04.947Z,406,0,mey lone,contributor,2019-04-08T14:35:44.2Z,1631,43,42,1,58,Fredericton-Canada,2018-02-16T04:20:48.82Z,1,1
Tips for Breaking .901,Dalton Hall,expert,2019-04-03T17:26:22.647Z,119,99,95,4,346,Baton Rouge-USA,2018-06-17T16:34:58.317Z,10,3,Peng ,contributor,2019-04-03T17:41:03.353Z,34,46,39,7,85,Sunnyvale-USA,2019-03-25T01:44:50.437Z,3,1
Is Kaggle server broken? I can't access my kernels.,YaGana Sheriff-Hussaini,expert,2019-04-09T23:54:14.89Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11,sUehara,contributor,2019-04-10T00:44:21.213Z,1419,2,2,0,0,Yokohama-Japan,2018-07-14T15:47:34.51Z,0,0
"Magic Hint? : What M.L ""can't see""",ozoneiscool,novice,2019-04-01T07:40:56.937Z,3489,10,8,2,120,-,2018-08-02T10:08:07.587Z,4,1,Adrien Bolens,contributor,2019-04-01T09:40:53.217Z,295,1,1,0,0,Dresden-Germany,2018-12-26T19:17:21.223Z,0,0
What about second magic?,Bojan Tunguz,grandmaster,2019-04-08T02:05:04.177Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,Dalton Hall,expert,2019-04-08T15:10:30.827Z,119,99,95,4,346,Baton Rouge-USA,2018-06-17T16:34:58.317Z,10,3
Long journey to 27th place ,funkyboy,expert,2019-04-11T05:09:35.25Z,27,82,77,5,301,Taipei-Taiwan,2015-03-22T11:21:13.893Z,40,10,Pawan Jain,expert,2019-04-11T07:32:13.56Z,585,21,20,1,21,Jaipur-India,2017-12-10T16:27:01.997Z,1,3
Top public kernels comparison,Jakub Czakon,expert,2019-03-18T15:01:20.737Z,1816,351,332,19,715,Warsaw-Poland,2014-03-17T20:43:13.017Z,60,1,Satyam,contributor,2019-03-19T19:27:14.653Z,6076,3,3,0,2,Bangalore-India,2019-03-16T07:15:21.06Z,0,5
How do we optimize GBM hyperparameters?,Chris Deotte,master,2019-04-13T00:59:57.68Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0,wjsheng,contributor,2019-04-14T14:38:08.693Z,1899,67,63,4,51,Ann Arbor-USA,2017-10-06T22:09:50.217Z,3,28
Public LB 0.922 magic notebook,CPMP,grandmaster,2019-04-11T00:02:45.627Z,15,5019,4782,237,12240,-France,2012-12-16T12:03:05.527Z,2106,0,nvnn,contributor,2019-04-15T02:10:01.04Z,2600,5,5,0,3,Seoul-South Korea,2018-11-27T08:24:05.1Z,0,0
Gold Medal Solutions,Vopani,grandmaster,2019-04-11T01:02:40.437Z,27,93,80,13,346,Bengaluru-India,2013-07-09T05:35:42.833Z,448,11,Chahhou Mohamed,grandmaster,2019-04-11T02:11:01.637Z,94,65,56,9,162,Fès-Maroc,2013-10-19T22:37:51.46Z,188,6
The Power of GPU,Chris Deotte,master,2019-04-11T07:24:36.493Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0,Himanshu Soni,contributor,2019-04-15T08:37:02.62Z,,53,52,1,53,Kolkata-India,2018-09-07T18:24:07.873Z,3,10
Final Results?,zhuangzhuang hong,novice,2019-04-15T08:08:46.143Z,738,7,1,6,33,-,2019-02-06T02:53:30.023Z,0,1,Bojan Tunguz,grandmaster,2019-04-16T16:54:17.013Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396
Finally GM,ONODERA,grandmaster,2019-04-16T19:50:39.823Z,2,283,262,21,1121,Shibuya-Japan,2015-03-24T03:37:35.103Z,581,47,Andres Jejen,novice,2019-04-19T02:46:23.243Z,,1,1,0,1,Bogotá-Colombia,2019-01-18T03:33:05.307Z,0,3
How many submission you have left?,Murat Korkmaz,expert,2019-04-10T11:53:28.933Z,140,69,65,4,107,Istanbul-Turkey,2018-04-28T23:19:58.793Z,5,27,kojimar,expert,2019-04-10T16:08:08.473Z,292,17,17,0,5,Tokyo-Japan,2018-04-08T10:13:44.813Z,4,6
Insanity,Scirpus,grandmaster,2019-04-07T19:50:06.793Z,300,1425,1289,136,3142,Cheshire-England,2014-09-29T15:57:04.947Z,406,0,Elton Arreza,contributor,2019-04-08T14:29:27.943Z,1533,1,1,0,2,Milan-Italy,2018-10-23T15:15:56.49Z,1,1
Tips for Breaking .901,Dalton Hall,expert,2019-04-03T17:26:22.647Z,119,99,95,4,346,Baton Rouge-USA,2018-06-17T16:34:58.317Z,10,3,Binil,expert,2019-04-03T17:28:35.7Z,807,140,127,13,190,Minneapolis-United States,2016-08-26T02:23:08.957Z,7,2
Is Kaggle server broken? I can't access my kernels.,YaGana Sheriff-Hussaini,expert,2019-04-09T23:54:14.89Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11,Giba,grandmaster,2019-04-10T01:13:26.69Z,7,632,598,34,4022,Curitiba-Brazil,2012-08-23T17:26:51.11Z,6020,23
"Magic Hint? : What M.L ""can't see""",ozoneiscool,novice,2019-04-01T07:40:56.937Z,3489,10,8,2,120,-,2018-08-02T10:08:07.587Z,4,1,ZuoVJ,expert,2019-04-02T07:23:50.707Z,1635,8,7,1,5,Guangzhou-China,2018-01-29T02:47:48.633Z,5,12
What about second magic?,Bojan Tunguz,grandmaster,2019-04-08T02:05:04.177Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,Attosecond,master,2019-04-08T22:17:41.643Z,96,141,128,13,145,London-UK,2016-02-16T11:18:06.993Z,61,2
Long journey to 27th place ,funkyboy,expert,2019-04-11T05:09:35.25Z,27,82,77,5,301,Taipei-Taiwan,2015-03-22T11:21:13.893Z,40,10,Yassine Alouini,expert,2019-04-11T06:06:35.92Z,818,205,178,27,251,"Bordeaux, France-France",2014-03-10T07:49:31.513Z,24,105
Top public kernels comparison,Jakub Czakon,expert,2019-03-18T15:01:20.737Z,1816,351,332,19,715,Warsaw-Poland,2014-03-17T20:43:13.017Z,60,1,Tilii,grandmaster,2019-03-18T17:13:51.103Z,2952,1445,1352,93,5021,-USA,2016-03-06T08:29:19.203Z,521,0
How do we optimize GBM hyperparameters?,Chris Deotte,master,2019-04-13T00:59:57.68Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0,Tilii,grandmaster,2019-04-13T20:12:04.563Z,2952,1445,1352,93,5021,-USA,2016-03-06T08:29:19.203Z,521,0
Public LB 0.922 magic notebook,CPMP,grandmaster,2019-04-11T00:02:45.627Z,15,5019,4782,237,12240,-France,2012-12-16T12:03:05.527Z,2106,0,Alex Palms,contributor,2019-04-11T12:47:40.377Z,629,3,3,0,1,Cagliari-Italy,2019-01-11T23:07:46.033Z,0,0
Gold Medal Solutions,Vopani,grandmaster,2019-04-11T01:02:40.437Z,27,93,80,13,346,Bengaluru-India,2013-07-09T05:35:42.833Z,448,11,anttip,master,2019-04-12T04:56:36.537Z,,185,180,5,563,Christchurch-New Zealand,2012-06-19T01:35:06.243Z,134,0
The Power of GPU,Chris Deotte,master,2019-04-11T07:24:36.493Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0,manoj saini,contributor,2019-04-12T09:00:57.813Z,1273,12,11,1,3,Dublin-Ireland,2016-07-25T11:56:42.84Z,1,12
Final Results?,zhuangzhuang hong,novice,2019-04-15T08:08:46.143Z,738,7,1,6,33,-,2019-02-06T02:53:30.023Z,0,1,Peng ,contributor,2019-04-15T18:55:22.273Z,34,46,39,7,85,Sunnyvale-USA,2019-03-25T01:44:50.437Z,3,1
Finally GM,ONODERA,grandmaster,2019-04-16T19:50:39.823Z,2,283,262,21,1121,Shibuya-Japan,2015-03-24T03:37:35.103Z,581,47,Vince W.,contributor,2019-04-18T20:19:32.203Z,,1,1,0,1,St. Louis-USA,2015-04-28T15:38:20.673Z,0,6
How many submission you have left?,Murat Korkmaz,expert,2019-04-10T11:53:28.933Z,140,69,65,4,107,Istanbul-Turkey,2018-04-28T23:19:58.793Z,5,27,Issam Mahmoudi,expert,2019-04-10T12:30:54.213Z,156,71,71,0,72,Paris-France,2017-06-28T14:45:04.86Z,3,1
Insanity,Scirpus,grandmaster,2019-04-07T19:50:06.793Z,300,1425,1289,136,3142,Cheshire-England,2014-09-29T15:57:04.947Z,406,0,Jacek Poplawski,expert,2019-04-07T20:16:39.147Z,2743,411,364,47,445,Wrocław-Polska,2017-06-24T00:01:35.793Z,17,20
Tips for Breaking .901,Dalton Hall,expert,2019-04-03T17:26:22.647Z,119,99,95,4,346,Baton Rouge-USA,2018-06-17T16:34:58.317Z,10,3,Ilya Chernov,contributor,2019-04-03T19:09:41.357Z,86,34,33,1,32,Moscow-Russia,2018-02-14T12:13:02.62Z,5,13
Is Kaggle server broken? I can't access my kernels.,YaGana Sheriff-Hussaini,expert,2019-04-09T23:54:14.89Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11,DataSci,contributor,2019-04-10T01:13:28.49Z,3206,2,2,0,1,Toronto-Canada,2016-01-23T20:09:41.08Z,0,1
"Magic Hint? : What M.L ""can't see""",ozoneiscool,novice,2019-04-01T07:40:56.937Z,3489,10,8,2,120,-,2018-08-02T10:08:07.587Z,4,1,sunyq,novice,2019-04-02T12:49:12.887Z,1873,18,17,1,6,Beijing-China,2018-11-03T11:56:27.443Z,2,5
What about second magic?,Bojan Tunguz,grandmaster,2019-04-08T02:05:04.177Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,X8X8D3N9,expert,2019-04-08T02:17:02.487Z,107,44,41,3,18,Tallahassee-USA,2017-11-01T03:33:59.867Z,3,8
Long journey to 27th place ,funkyboy,expert,2019-04-11T05:09:35.25Z,27,82,77,5,301,Taipei-Taiwan,2015-03-22T11:21:13.893Z,40,10,Ilya Khristoforov,expert,2019-04-11T05:43:13.703Z,1072,322,301,21,233,-Russian Federation,2012-08-14T17:04:39.46Z,15,44
Top public kernels comparison,Jakub Czakon,expert,2019-03-18T15:01:20.737Z,1816,351,332,19,715,Warsaw-Poland,2014-03-17T20:43:13.017Z,60,1,Stochastically ,contributor,2019-03-18T16:24:31.79Z,1320,20,20,0,18,Paris-France,2012-09-03T19:56:02.03Z,2,1
How do we optimize GBM hyperparameters?,Chris Deotte,master,2019-04-13T00:59:57.68Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0,Roman,expert,2019-04-13T07:47:03.083Z,368,76,67,9,146,Saint Petersburg-Russia,2018-03-06T20:24:31.2Z,5,1
Public LB 0.922 magic notebook,CPMP,grandmaster,2019-04-11T00:02:45.627Z,15,5019,4782,237,12240,-France,2012-12-16T12:03:05.527Z,2106,0,wohaosquare,contributor,2019-04-11T12:46:03.417Z,299,4,4,0,5,Shanghai-China,2019-03-25T04:00:57.093Z,2,12
Gold Medal Solutions,Vopani,grandmaster,2019-04-11T01:02:40.437Z,27,93,80,13,346,Bengaluru-India,2013-07-09T05:35:42.833Z,448,11,Shize Su,grandmaster,2019-04-11T02:52:01.01Z,16,192,177,15,489,Bellevue-USA,2014-02-06T20:13:15.337Z,1202,49
The Power of GPU,Chris Deotte,master,2019-04-11T07:24:36.493Z,50,1708,1677,31,4650,San Diego-USA,2018-03-14T22:51:30.63Z,747,0,George Okromchedlishvili,expert,2019-04-12T00:11:45.567Z,183,67,59,8,76,Moscow-Russia,2018-12-27T14:58:41.313Z,4,3
Final Results?,zhuangzhuang hong,novice,2019-04-15T08:08:46.143Z,738,7,1,6,33,-,2019-02-06T02:53:30.023Z,0,1,Firat Gonen,expert,2019-04-17T12:02:44.157Z,785,202,195,7,342,Houston-USA,2018-10-07T15:47:22.923Z,21,59
Finally GM,ONODERA,grandmaster,2019-04-16T19:50:39.823Z,2,283,262,21,1121,Shibuya-Japan,2015-03-24T03:37:35.103Z,581,47,Zee,expert,2019-04-18T02:27:13.69Z,619,19,18,1,26,Jakarta-Indonesia,2018-12-13T15:16:18.73Z,0,9
How many submission you have left?,Murat Korkmaz,expert,2019-04-10T11:53:28.933Z,140,69,65,4,107,Istanbul-Turkey,2018-04-28T23:19:58.793Z,5,27,Abhishek,grandmaster,2019-04-10T11:55:41.033Z,84,1399,1217,182,3545,Stavanger-Norway,2011-01-12T03:44:52Z,1451,0
Insanity,Scirpus,grandmaster,2019-04-07T19:50:06.793Z,300,1425,1289,136,3142,Cheshire-England,2014-09-29T15:57:04.947Z,406,0,Manoj,expert,2019-04-07T20:20:11.373Z,732,356,295,61,465,Jajpur-India,2016-11-22T13:49:44.363Z,18,85
Tips for Breaking .901,Dalton Hall,expert,2019-04-03T17:26:22.647Z,119,99,95,4,346,Baton Rouge-USA,2018-06-17T16:34:58.317Z,10,3,shuiyuejihua,novice,2019-04-04T01:34:20.013Z,2798,15,14,1,3,-,2017-12-05T03:50:44.54Z,0,0
Is Kaggle server broken? I can't access my kernels.,YaGana Sheriff-Hussaini,expert,2019-04-09T23:54:14.89Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11,CPMP,grandmaster,2019-04-10T04:33:00.713Z,15,5019,4782,237,12241,-France,2012-12-16T12:03:05.527Z,2106,0
"Magic Hint? : What M.L ""can't see""",ozoneiscool,novice,2019-04-01T07:40:56.937Z,3489,10,8,2,120,-,2018-08-02T10:08:07.587Z,4,1,mohamed abderrazak cherif,contributor,2019-04-09T15:09:09.27Z,4805,1,1,0,0,Tunis-Tunisia,2018-10-02T13:57:54.79Z,0,4
Long journey to 27th place ,funkyboy,expert,2019-04-11T05:09:35.25Z,27,82,77,5,301,Taipei-Taiwan,2015-03-22T11:21:13.893Z,40,10,Jacek Poplawski,expert,2019-04-11T05:31:19.217Z,2743,411,364,47,445,Wrocław-Polska,2017-06-24T00:01:35.793Z,17,20
